Time;Event;Server id;Customer id;Customers in system
3.8729;LEAVE;0;36;0
3.934;ARRIVAL;;37;1
3.934;SERVICE;0;37;1
3.9559;ARRIVAL;;38;2
3.9559;SERVICE;2;38;2
3.9769;LEAVE;0;37;1
3.9897;LEAVE;2;38;0
4.4887;ARRIVAL;;39;1
4.4887;SERVICE;0;39;1
4.5595;LEAVE;0;39;0
4.5796;ARRIVAL;;40;1
4.5796;SERVICE;1;40;1
4.5821;ARRIVAL;;41;2
4.5821;SERVICE;2;41;2
4.5929;ARRIVAL;;42;3
4.5929;SERVICE;0;42;3
4.5948;LEAVE;2;41;2
4.5964;ARRIVAL;;43;3
4.5964;SERVICE;2;43;3
4.6277;LEAVE;1;40;2
4.637;LEAVE;0;42;1
4.6443;LEAVE;2;43;0
4.9511;ARRIVAL;;44;1
4.9511;SERVICE;1;44;1
5.0079;ARRIVAL;;45;2
5.0079;SERVICE;2;45;2
5.0231;ARRIVAL;;46;3
5.0231;SERVICE;0;46;3
5.0256;LEAVE;1;44;2
5.0339;LEAVE;0;46;1
5.0732;LEAVE;2;45;0
5.0775;ARRIVAL;;47;1
5.0775;SERVICE;2;47;1
5.1079;ARRIVAL;;48;2
5.1079;SERVICE;0;48;2
5.1177;LEAVE;2;47;1
5.1962;ARRIVAL;;49;2
5.1962;SERVICE;1;49;2
5.202;LEAVE;0;48;1
5.2062;ARRIVAL;;50;2
5.2062;SERVICE;0;50;2
5.2459;ARRIVAL;;51;3
5.2459;SERVICE;2;51;3
5.3045;LEAVE;0;50;2
5.3139;ARRIVAL;;52;3
5.3139;SERVICE;0;52;3
5.4555;LEAVE;1;49;2
5.487;LEAVE;2;51;1
5.5401;ARRIVAL;;53;2
5.5401;SERVICE;1;53;2
5.5486;LEAVE;0;52;1
5.5835;ARRIVAL;;54;2
5.5835;SERVICE;2;54;2
5.612;LEAVE;1;53;1
5.6966;ARRIVAL;;55;2
5.6966;SERVICE;0;55;2
5.7258;LEAVE;0;55;1
5.7617;ARRIVAL;;56;2
5.7617;SERVICE;0;56;2
5.7692;ARRIVAL;;57;3
5.7692;SERVICE;1;57;3
5.8525;LEAVE;1;57;2
5.8574;LEAVE;2;54;1
6.0629;ARRIVAL;;58;2
6.0629;SERVICE;1;58;2
6.0826;ARRIVAL;;59;3
6.0826;SERVICE;2;59;3
6.1081;LEAVE;2;59;2
6.128;LEAVE;0;56;1
6.2197;ARRIVAL;;60;2
6.2197;SERVICE;2;60;2
6.2397;LEAVE;1;58;1
6.3604;LEAVE;2;60;0
6.555;ARRIVAL;;61;1
6.555;SERVICE;1;61;1
6.6219;LEAVE;1;61;0
6.7142;ARRIVAL;;62;1
6.7142;SERVICE;2;62;1
6.7758;LEAVE;2;62;0
6.8002;ARRIVAL;;63;1
6.8002;SERVICE;0;63;1
6.8065;ARRIVAL;;64;2
6.8065;SERVICE;1;64;2
6.8148;LEAVE;1;64;1
6.8423;LEAVE;0;63;0
6.8953;ARRIVAL;;65;1
6.8953;SERVICE;1;65;1
6.9678;ARRIVAL;;66;2
6.9678;SERVICE;2;66;2
7.0139;ARRIVAL;;67;3
7.0139;SERVICE;0;67;3
7.0651;LEAVE;0;67;2
7.0775;ARRIVAL;;68;3
7.0775;SERVICE;0;68;3
7.0849;LEAVE;0;68;2
7.0956;ARRIVAL;;69;3
7.0956;SERVICE;0;69;3
7.1069;LEAVE;1;65;2
7.1403;ARRIVAL;;70;3
7.1403;SERVICE;1;70;3
7.1489;LEAVE;0;69;2
7.1816;ARRIVAL;;71;3
7.1816;SERVICE;0;71;3
7.1832;ARRIVAL;;72;4
7.199;LEAVE;1;70;3
7.1991;SERVICE;1;72;3
7.2139;LEAVE;0;71;2
7.2173;ARRIVAL;;73;3
7.2173;SERVICE;0;73;3
7.2488;LEAVE;2;66;2
7.287;LEAVE;0;73;1
7.2925;ARRIVAL;;74;2
7.2925;SERVICE;2;74;2
7.3484;LEAVE;2;74;1
7.36;LEAVE;1;72;0
7.3787;ARRIVAL;;75;1
7.3787;SERVICE;1;75;1
7.3836;ARRIVAL;;76;2
7.3836;SERVICE;0;76;2
7.4845;LEAVE;0;76;1
7.5502;LEAVE;1;75;0
7.6758;ARRIVAL;;77;1
7.6758;SERVICE;2;77;1
7.6968;ARRIVAL;;78;2
7.6968;SERVICE;1;78;2
7.718;ARRIVAL;;79;3
7.718;SERVICE;0;79;3
7.7303;LEAVE;2;77;2
7.7388;LEAVE;1;78;1
7.8246;ARRIVAL;;80;2
7.8246;SERVICE;1;80;2
7.8576;ARRIVAL;;81;3
7.8576;SERVICE;2;81;3
7.8836;ARRIVAL;;82;4
8.059;LEAVE;2;81;3
8.0591;SERVICE;2;82;3
8.0652;ARRIVAL;;83;4
8.0778;ARRIVAL;;84;5
8.0963;LEAVE;0;79;4
8.0964;SERVICE;0;83;4
8.098;LEAVE;1;80;3
8.0981;SERVICE;1;84;3
8.1065;LEAVE;0;83;2
8.1498;LEAVE;1;84;1
8.1597;ARRIVAL;;85;2
8.1597;SERVICE;0;85;2
8.1777;LEAVE;2;82;1
8.1813;ARRIVAL;;86;2
8.1813;SERVICE;2;86;2
8.2095;ARRIVAL;;87;3
8.2095;SERVICE;1;87;3
8.2581;ARRIVAL;;88;4
8.3092;ARRIVAL;;89;5
8.3292;LEAVE;2;86;4
8.3293;SERVICE;2;88;4
8.3641;ARRIVAL;;90;5
8.367;LEAVE;2;88;4
8.3671;SERVICE;2;89;4
8.4008;ARRIVAL;;91;5
8.4146;ARRIVAL;;92;6
8.4583;ARRIVAL;;93;7
8.5131;LEAVE;1;87;6
8.5132;SERVICE;1;90;6
8.5136;ARRIVAL;;94;7
8.5348;ARRIVAL;;95;8
8.5586;LEAVE;1;90;7
8.5587;SERVICE;1;91;7
8.5828;LEAVE;2;89;6
8.5829;SERVICE;2;92;6
8.585;LEAVE;1;91;5
8.5851;SERVICE;1;93;5
8.5897;LEAVE;0;85;4
8.5898;SERVICE;0;94;4
8.5961;LEAVE;0;94;3
8.5962;SERVICE;0;95;3
8.6323;LEAVE;2;92;2
8.6544;LEAVE;0;95;1
8.6743;LEAVE;1;93;0
8.7863;ARRIVAL;;96;1
8.7863;SERVICE;1;96;1
8.8012;ARRIVAL;;97;2
8.8012;SERVICE;0;97;2
8.8338;LEAVE;0;97;1
8.8759;LEAVE;1;96;0
9.5599;ARRIVAL;;98;1
9.5599;SERVICE;1;98;1
9.5785;ARRIVAL;;99;2
9.5785;SERVICE;2;99;2
9.5826;LEAVE;2;99;1
9.5862;ARRIVAL;;100;2
9.5862;SERVICE;0;100;2
9.6276;LEAVE;1;98;1
9.6329;LEAVE;0;100;0
9.6618;ARRIVAL;;101;1
9.6618;SERVICE;0;101;1
9.6657;ARRIVAL;;102;2
9.6657;SERVICE;1;102;2
9.6981;ARRIVAL;;103;3
9.6981;SERVICE;2;103;3
9.71;ARRIVAL;;104;4
9.7342;LEAVE;1;102;3
9.7343;SERVICE;1;104;3
9.7543;LEAVE;1;104;2
9.7598;ARRIVAL;;105;3
9.7598;SERVICE;1;105;3
9.7618;LEAVE;2;103;2
9.7834;LEAVE;0;101;1
9.8186;LEAVE;1;105;0
9.8755;ARRIVAL;;106;1
9.8755;SERVICE;1;106;1
9.8971;ARRIVAL;;107;2
9.8971;SERVICE;0;107;2
9.9113;LEAVE;1;106;1
10.0013;ARRIVAL;;108;2
10.0013;SERVICE;2;108;2
10.021;ARRIVAL;;109;3
10.021;SERVICE;1;109;3
10.0496;ARRIVAL;;110;4
10.0641;LEAVE;1;109;3
10.0642;SERVICE;1;110;3
10.1155;LEAVE;0;107;2
10.1475;ARRIVAL;;111;3
10.1475;SERVICE;0;111;3
10.1686;LEAVE;0;111;2
10.2209;LEAVE;2;108;1
10.3077;ARRIVAL;;112;2
10.3077;SERVICE;2;112;2
10.4014;ARRIVAL;;113;3
10.4014;SERVICE;0;113;3
10.4748;ARRIVAL;;114;4
10.478;LEAVE;1;110;3
10.4781;SERVICE;1;114;3
10.5149;LEAVE;0;113;2
10.5473;ARRIVAL;;115;3
10.5473;SERVICE;0;115;3
10.5585;ARRIVAL;;116;4
10.5751;LEAVE;1;114;3
10.5752;SERVICE;1;116;3
10.6368;ARRIVAL;;117;4
10.6587;LEAVE;1;116;3
10.6588;SERVICE;1;117;3
10.6833;LEAVE;1;117;2
10.7663;ARRIVAL;;118;3
10.7663;SERVICE;1;118;3
10.7782;LEAVE;0;115;2
10.8297;LEAVE;1;118;1
10.8638;ARRIVAL;;119;2
10.8638;SERVICE;0;119;2
10.864;LEAVE;0;119;1
10.8968;ARRIVAL;;120;2
10.8968;SERVICE;1;120;2
10.9086;LEAVE;2;112;1
10.955;LEAVE;1;120;0
11.054;ARRIVAL;;121;1
11.054;SERVICE;1;121;1
11.0693;LEAVE;1;121;0
11.1103;ARRIVAL;;122;1
11.1103;SERVICE;2;122;1
11.1282;ARRIVAL;;123;2
11.1282;SERVICE;0;123;2
11.1296;LEAVE;0;123;1
11.1434;LEAVE;2;122;0
11.2681;ARRIVAL;;124;1
11.2681;SERVICE;0;124;1
11.4094;LEAVE;0;124;0
11.6436;ARRIVAL;;125;1
11.6436;SERVICE;1;125;1
11.7826;LEAVE;1;125;0
11.8528;ARRIVAL;;126;1
11.8528;SERVICE;1;126;1
11.8583;ARRIVAL;;127;2
11.8583;SERVICE;0;127;2
11.8828;LEAVE;1;126;1
11.8882;LEAVE;0;127;0
11.9966;ARRIVAL;;128;1
11.9966;SERVICE;2;128;1
12.0133;LEAVE;2;128;0
12.0217;ARRIVAL;;129;1
12.0217;SERVICE;1;129;1
12.0391;ARRIVAL;;130;2
12.0391;SERVICE;2;130;2
12.0814;ARRIVAL;;131;3
12.0814;SERVICE;0;131;3
12.1201;ARRIVAL;;132;4
12.1543;LEAVE;1;129;3
12.1544;SERVICE;1;132;3
12.1584;LEAVE;2;130;2
12.1601;LEAVE;0;131;1
12.1776;ARRIVAL;;133;2
12.1776;SERVICE;0;133;2
12.1794;ARRIVAL;;134;3
12.1794;SERVICE;2;134;3
12.2362;LEAVE;1;132;2
12.311;LEAVE;0;133;1
12.342;LEAVE;2;134;0
12.354;ARRIVAL;;135;1
12.354;SERVICE;2;135;1
12.4559;LEAVE;2;135;0
12.5379;ARRIVAL;;136;1
12.5379;SERVICE;1;136;1
12.5607;ARRIVAL;;137;2
12.5607;SERVICE;2;137;2
12.6104;LEAVE;1;136;1
12.6233;ARRIVAL;;138;2
12.6233;SERVICE;0;138;2
12.6296;LEAVE;2;137;1
12.6567;LEAVE;0;138;0
12.6679;ARRIVAL;;139;1
12.6679;SERVICE;1;139;1
12.7363;LEAVE;1;139;0
12.8933;ARRIVAL;;140;1
12.8933;SERVICE;0;140;1
12.9131;ARRIVAL;;141;2
12.9131;SERVICE;2;141;2
12.9568;ARRIVAL;;142;3
12.9568;SERVICE;1;142;3
12.9847;LEAVE;1;142;2
12.9918;LEAVE;0;140;1
13.0139;ARRIVAL;;143;2
13.0139;SERVICE;0;143;2
13.0218;ARRIVAL;;144;3
13.0218;SERVICE;1;144;3
13.0516;ARRIVAL;;145;4
13.1631;ARRIVAL;;146;5
13.1934;ARRIVAL;;147;6
13.1986;LEAVE;2;141;5
13.1987;SERVICE;2;145;5
13.2656;ARRIVAL;;148;6
13.293;ARRIVAL;;149;7
13.3146;ARRIVAL;;150;8
13.3311;ARRIVAL;;151;9
13.3533;LEAVE;0;143;8
13.3534;SERVICE;0;146;8
13.3543;LEAVE;0;146;7
13.3544;SERVICE;0;147;7
13.3601;LEAVE;0;147;6
13.3602;SERVICE;0;148;6
13.3763;LEAVE;1;144;5
13.3764;SERVICE;1;149;5
13.3875;LEAVE;2;145;4
13.3876;SERVICE;2;150;4
13.404;LEAVE;0;148;3
13.4041;SERVICE;0;151;3
13.4458;LEAVE;1;149;2
13.4846;LEAVE;2;150;1
13.5486;ARRIVAL;;152;2
13.5486;SERVICE;2;152;2
13.558;ARRIVAL;;153;3
13.558;SERVICE;1;153;3
13.5666;LEAVE;0;151;2
13.6977;LEAVE;1;153;1
13.7018;LEAVE;2;152;0
13.9814;ARRIVAL;;154;1
13.9814;SERVICE;0;154;1
14.0009;ARRIVAL;;155;2
14.0009;SERVICE;2;155;2
14.0517;LEAVE;2;155;1
14.0611;LEAVE;0;154;0
14.3759;ARRIVAL;;156;1
14.3759;SERVICE;0;156;1
14.4077;ARRIVAL;;157;2
14.4077;SERVICE;1;157;2
14.46;LEAVE;1;157;1
14.5025;LEAVE;0;156;0
14.512;ARRIVAL;;158;1
14.512;SERVICE;0;158;1
14.5292;ARRIVAL;;159;2
14.5292;SERVICE;1;159;2
14.5364;LEAVE;1;159;1
14.5524;ARRIVAL;;160;2
14.5524;SERVICE;2;160;2
14.5531;ARRIVAL;;161;3
14.5531;SERVICE;1;161;3
14.5555;LEAVE;1;161;2
14.569;LEAVE;2;160;1
14.5712;LEAVE;0;158;0
14.599;ARRIVAL;;162;1
14.599;SERVICE;2;162;1
14.7082;ARRIVAL;;163;2
14.7082;SERVICE;0;163;2
14.7266;ARRIVAL;;164;3
14.7266;SERVICE;1;164;3
14.7319;LEAVE;0;163;2
14.7479;LEAVE;2;162;1
14.7703;ARRIVAL;;165;2
14.7703;SERVICE;0;165;2
14.8001;LEAVE;0;165;1
14.8586;LEAVE;1;164;0
14.8761;ARRIVAL;;166;1
14.8761;SERVICE;1;166;1
14.928;ARRIVAL;;167;2
14.928;SERVICE;2;167;2
14.9437;LEAVE;2;167;1
14.9443;ARRIVAL;;168;2
14.9443;SERVICE;0;168;2
15.1091;ARRIVAL;;169;3
15.1091;SERVICE;2;169;3
15.1221;ARRIVAL;;170;4
15.1229;ARRIVAL;;171;5
15.2088;LEAVE;0;168;4
15.2089;SERVICE;0;170;4
15.2157;LEAVE;2;169;3
15.2158;SERVICE;2;171;3
15.2283;ARRIVAL;;172;4
15.2406;LEAVE;0;170;3
15.2407;SERVICE;0;172;3
15.2463;LEAVE;2;171;2
15.2757;LEAVE;0;172;1
15.3073;ARRIVAL;;173;2
15.3073;SERVICE;2;173;2
15.3657;ARRIVAL;;174;3
15.3657;SERVICE;0;174;3
15.3894;LEAVE;2;173;2
15.4069;LEAVE;1;166;1
15.4882;ARRIVAL;;175;2
15.4882;SERVICE;2;175;2
15.5205;LEAVE;0;174;1
15.6436;ARRIVAL;;176;2
15.6436;SERVICE;0;176;2
15.6467;ARRIVAL;;177;3
15.6467;SERVICE;1;177;3
15.696;LEAVE;1;177;2
15.7148;LEAVE;2;175;1
15.7157;LEAVE;0;176;0
15.9891;ARRIVAL;;178;1
15.9891;SERVICE;1;178;1
15.9981;ARRIVAL;;179;2
15.9981;SERVICE;0;179;2
16.0014;LEAVE;0;179;1
16.0188;LEAVE;1;178;0
16.0322;ARRIVAL;;180;1
16.0322;SERVICE;1;180;1
16.0617;LEAVE;1;180;0
16.1176;ARRIVAL;;181;1
16.1176;SERVICE;1;181;1
16.2178;ARRIVAL;;182;2
16.2178;SERVICE;0;182;2
16.2349;LEAVE;1;181;1
16.2553;LEAVE;0;182;0
16.2565;ARRIVAL;;183;1
16.2565;SERVICE;0;183;1
16.2628;ARRIVAL;;184;2
16.2628;SERVICE;1;184;2
16.2824;ARRIVAL;;185;3
16.2824;SERVICE;2;185;3
16.2867;LEAVE;0;183;2
16.3926;ARRIVAL;;186;3
16.3926;SERVICE;0;186;3
16.4529;LEAVE;2;185;2
16.4987;LEAVE;1;184;1
16.582;LEAVE;0;186;0
16.6366;ARRIVAL;;187;1
16.6366;SERVICE;1;187;1
16.6831;ARRIVAL;;188;2
16.6831;SERVICE;2;188;2
16.6851;LEAVE;2;188;1
16.735;ARRIVAL;;189;2
16.735;SERVICE;0;189;2
16.774;ARRIVAL;;190;3
16.774;SERVICE;2;190;3
16.871;LEAVE;0;189;2
16.8782;LEAVE;2;190;1
16.9209;ARRIVAL;;191;2
16.9209;SERVICE;2;191;2
16.9745;ARRIVAL;;192;3
16.9745;SERVICE;0;192;3
16.9776;LEAVE;0;192;2
17.0023;ARRIVAL;;193;3
17.0023;SERVICE;0;193;3
17.0037;LEAVE;0;193;2
17.0468;ARRIVAL;;194;3
17.0468;SERVICE;0;194;3
17.0577;LEAVE;0;194;2
17.1016;LEAVE;2;191;1
17.1692;ARRIVAL;;195;2
17.1692;SERVICE;0;195;2
17.205;LEAVE;0;195;1
17.2156;ARRIVAL;;196;2
17.2156;SERVICE;0;196;2
17.221;ARRIVAL;;197;3
17.221;SERVICE;2;197;3
17.2639;LEAVE;1;187;2
17.2922;LEAVE;2;197;1
17.327;ARRIVAL;;198;2
17.327;SERVICE;2;198;2
17.3864;ARRIVAL;;199;3
17.3864;SERVICE;1;199;3
17.4064;ARRIVAL;;200;4
17.4258;LEAVE;1;199;3
17.4259;SERVICE;1;200;3
17.4282;LEAVE;1;200;2
17.4382;LEAVE;0;196;1
17.4514;LEAVE;2;198;0
17.4538;ARRIVAL;;201;1
17.4538;SERVICE;2;201;1
17.4683;ARRIVAL;;202;2
17.4683;SERVICE;1;202;2
17.4946;LEAVE;1;202;1
17.5293;LEAVE;2;201;0
17.6065;ARRIVAL;;203;1
17.6065;SERVICE;0;203;1
17.6393;ARRIVAL;;204;2
17.6393;SERVICE;1;204;2
17.7183;LEAVE;1;204;1
17.7563;ARRIVAL;;205;2
17.7563;SERVICE;1;205;2
17.8074;ARRIVAL;;206;3
17.8074;SERVICE;2;206;3
17.8233;ARRIVAL;;207;4
17.8386;LEAVE;2;206;3
17.8387;SERVICE;2;207;3
17.8648;LEAVE;1;205;2
17.8958;LEAVE;2;207;1
17.9221;ARRIVAL;;208;2
17.9221;SERVICE;2;208;2
17.9246;LEAVE;0;203;1
17.9642;ARRIVAL;;209;2
17.9642;SERVICE;0;209;2
17.9805;ARRIVAL;;210;3
17.9805;SERVICE;1;210;3
17.9889;LEAVE;1;210;2
18.0692;ARRIVAL;;211;3
18.0692;SERVICE;1;211;3
18.1211;LEAVE;2;208;2
18.1333;LEAVE;1;211;1
18.1386;ARRIVAL;;212;2
18.1386;SERVICE;2;212;2
18.1556;LEAVE;0;209;1
18.17;LEAVE;2;212;0
18.1902;ARRIVAL;;213;1
18.1902;SERVICE;0;213;1
18.1983;ARRIVAL;;214;2
18.1983;SERVICE;2;214;2
18.2054;LEAVE;0;213;1
18.3436;ARRIVAL;;215;2
18.3436;SERVICE;0;215;2
18.392;LEAVE;0;215;1
18.4426;ARRIVAL;;216;2
18.4426;SERVICE;1;216;2
18.5444;LEAVE;2;214;1
18.5915;LEAVE;1;216;0
18.5947;ARRIVAL;;217;1
18.5947;SERVICE;0;217;1
18.5976;LEAVE;0;217;0
18.739;ARRIVAL;;218;1
18.739;SERVICE;0;218;1
18.7799;LEAVE;0;218;0
18.785;ARRIVAL;;219;1
18.785;SERVICE;1;219;1
18.7949;LEAVE;1;219;0
18.8679;ARRIVAL;;220;1
18.8679;SERVICE;1;220;1
18.9116;ARRIVAL;;221;2
18.9116;SERVICE;2;221;2
18.9415;LEAVE;1;220;1
18.9481;ARRIVAL;;222;2
18.9481;SERVICE;1;222;2
18.9579;LEAVE;2;221;1
18.9919;LEAVE;1;222;0
19.0036;ARRIVAL;;223;1
19.0036;SERVICE;2;223;1
19.0768;LEAVE;2;223;0
19.1658;ARRIVAL;;224;1
19.1658;SERVICE;2;224;1
19.1946;ARRIVAL;;225;2
19.1946;SERVICE;0;225;2
19.1955;ARRIVAL;;226;3
19.1955;SERVICE;1;226;3
19.2205;ARRIVAL;;227;4
19.2265;ARRIVAL;;228;5
19.2558;ARRIVAL;;229;6
19.3371;LEAVE;2;224;5
19.3372;SERVICE;2;227;5
19.369;ARRIVAL;;230;6
19.4;LEAVE;1;226;5
19.4001;SERVICE;1;228;5
19.4969;ARRIVAL;;231;6
19.5633;LEAVE;1;228;5
19.5634;SERVICE;1;229;5
19.5843;LEAVE;0;225;4
19.5844;SERVICE;0;230;4
19.6027;LEAVE;0;230;3
19.6028;SERVICE;0;231;3
19.6548;ARRIVAL;;232;4
19.6568;ARRIVAL;;233;5
19.6773;ARRIVAL;;234;6
19.686;LEAVE;2;227;5
19.6861;SERVICE;2;232;5
19.7087;ARRIVAL;;235;6
19.7253;LEAVE;0;231;5
19.7254;SERVICE;0;233;5
19.7738;LEAVE;2;232;4
19.7739;SERVICE;2;234;4
19.7915;LEAVE;2;234;3
19.7916;SERVICE;2;235;3
19.794;ARRIVAL;;236;4
19.8444;LEAVE;0;233;3
19.8445;SERVICE;0;236;3
19.8623;LEAVE;2;235;2
20.0327;LEAVE;0;236;1
20.0492;LEAVE;1;229;0
20.0997;ARRIVAL;;237;1
20.0997;SERVICE;1;237;1
20.1903;ARRIVAL;;238;2
20.1903;SERVICE;0;238;2
20.2384;LEAVE;1;237;1
20.2828;LEAVE;0;238;0
20.3928;ARRIVAL;;239;1
20.3928;SERVICE;2;239;1
20.5949;ARRIVAL;;240;2
20.5949;SERVICE;0;240;2
20.6256;LEAVE;0;240;1
20.7571;ARRIVAL;;241;2
20.7571;SERVICE;1;241;2
20.7991;LEAVE;1;241;1
20.8403;ARRIVAL;;242;2
20.8403;SERVICE;1;242;2
20.8978;LEAVE;1;242;1
20.908;ARRIVAL;;243;2
20.908;SERVICE;1;243;2
20.9103;LEAVE;1;243;1
20.9531;ARRIVAL;;244;2
20.9531;SERVICE;0;244;2
20.9622;LEAVE;2;239;1
20.9624;ARRIVAL;;245;2
20.9624;SERVICE;1;245;2
20.9749;LEAVE;0;244;1
21.0009;ARRIVAL;;246;2
21.0009;SERVICE;2;246;2
21.0339;ARRIVAL;;247;3
21.0339;SERVICE;0;247;3
21.0575;ARRIVAL;;248;4
21.0705;LEAVE;1;245;3
21.0706;SERVICE;1;248;3
21.1117;ARRIVAL;;249;4
21.1205;ARRIVAL;;250;5
21.1238;LEAVE;0;247;4
21.1239;SERVICE;0;249;4
21.1888;ARRIVAL;;251;5
21.2303;LEAVE;1;248;4
21.2304;SERVICE;1;250;4
21.2638;LEAVE;0;249;3
21.2639;SERVICE;0;251;3
21.2756;LEAVE;1;250;2
21.3434;LEAVE;0;251;1
21.3517;ARRIVAL;;252;2
21.3517;SERVICE;1;252;2
21.3723;LEAVE;1;252;1
21.3985;LEAVE;2;246;0
21.6421;ARRIVAL;;253;1
21.6421;SERVICE;0;253;1
21.6889;ARRIVAL;;254;2
21.6889;SERVICE;1;254;2
21.7;ARRIVAL;;255;3
21.7;SERVICE;2;255;3
21.718;LEAVE;2;255;2
21.8449;LEAVE;1;254;1
21.9423;LEAVE;0;253;0
22.0035;ARRIVAL;;256;1
22.0035;SERVICE;0;256;1
22.009;LEAVE;0;256;0
22.2285;ARRIVAL;;257;1
22.2285;SERVICE;1;257;1
22.2344;LEAVE;1;257;0
22.2898;ARRIVAL;;258;1
22.2898;SERVICE;0;258;1
22.2964;LEAVE;0;258;0
22.4305;ARRIVAL;;259;1
22.4305;SERVICE;0;259;1
22.4714;ARRIVAL;;260;2
22.4714;SERVICE;2;260;2
22.5245;LEAVE;2;260;1
22.5729;ARRIVAL;;261;2
22.5729;SERVICE;2;261;2
22.6018;LEAVE;0;259;1
22.6105;ARRIVAL;;262;2
22.6105;SERVICE;1;262;2
22.6121;ARRIVAL;;263;3
22.6121;SERVICE;0;263;3
22.6639;ARRIVAL;;264;4
22.7375;LEAVE;2;261;3
22.7376;SERVICE;2;264;3
22.7489;ARRIVAL;;265;4
22.8328;LEAVE;2;264;3
22.8329;SERVICE;2;265;3
22.8436;LEAVE;1;262;2
22.8477;LEAVE;2;265;1
22.8561;LEAVE;0;263;0
23.0467;ARRIVAL;;266;1
23.0467;SERVICE;1;266;1
23.055;ARRIVAL;;267;2
23.055;SERVICE;0;267;2
23.0601;ARRIVAL;;268;3
23.0601;SERVICE;2;268;3
23.0784;LEAVE;2;268;2
23.0893;LEAVE;0;267;1
23.1168;LEAVE;1;266;0
23.3179;ARRIVAL;;269;1
23.3179;SERVICE;1;269;1
