Time;Event;Server id;Customer id;Customers in system
6.6332;ARRIVAL;;37;2
6.6332;SERVICE;2;37;2
6.66;ARRIVAL;;38;3
6.66;SERVICE;0;38;3
6.7479;LEAVE;1;36;2
6.9688;LEAVE;2;37;1
7.0348;ARRIVAL;;39;2
7.0348;SERVICE;2;39;2
7.0495;LEAVE;0;38;1
7.2269;ARRIVAL;;40;2
7.2269;SERVICE;3;40;2
7.3233;ARRIVAL;;41;3
7.3233;SERVICE;0;41;3
7.3496;LEAVE;2;39;2
7.3759;ARRIVAL;;42;3
7.3759;SERVICE;2;42;3
7.3843;ARRIVAL;;43;4
7.3843;SERVICE;1;43;4
7.4092;ARRIVAL;;44;5
7.4315;LEAVE;3;40;4
7.4316;SERVICE;3;44;4
7.4902;LEAVE;3;44;3
7.5292;LEAVE;2;42;2
7.585;LEAVE;0;41;1
7.6909;ARRIVAL;;45;2
7.6909;SERVICE;3;45;2
7.7101;ARRIVAL;;46;3
7.7101;SERVICE;2;46;3
7.7208;LEAVE;3;45;2
7.7283;LEAVE;2;46;1
7.7987;ARRIVAL;;47;2
7.7987;SERVICE;0;47;2
7.8498;ARRIVAL;;48;3
7.8498;SERVICE;2;48;3
7.9919;LEAVE;1;43;2
7.9963;ARRIVAL;;49;3
7.9963;SERVICE;1;49;3
8.0483;LEAVE;2;48;2
8.1129;ARRIVAL;;50;3
8.1129;SERVICE;2;50;3
8.1175;ARRIVAL;;51;4
8.1175;SERVICE;3;51;4
8.1186;LEAVE;0;47;3
8.1352;LEAVE;3;51;2
8.2003;LEAVE;2;50;1
8.2161;ARRIVAL;;52;2
8.2161;SERVICE;0;52;2
8.4223;ARRIVAL;;53;3
8.4223;SERVICE;2;53;3
8.5228;ARRIVAL;;54;4
8.5228;SERVICE;3;54;4
8.5977;ARRIVAL;;55;5
8.6027;ARRIVAL;;56;6
8.6427;LEAVE;1;49;5
8.6428;SERVICE;1;55;5
8.7328;LEAVE;0;52;4
8.7329;SERVICE;0;56;4
8.7345;ARRIVAL;;57;5
8.7669;ARRIVAL;;58;6
8.7706;LEAVE;1;55;5
8.7707;SERVICE;1;57;5
8.7798;LEAVE;2;53;4
8.7799;SERVICE;2;58;4
8.8293;ARRIVAL;;59;5
8.8423;ARRIVAL;;60;6
8.8631;LEAVE;1;57;5
8.8632;SERVICE;1;59;5
8.9038;ARRIVAL;;61;6
8.9362;ARRIVAL;;62;7
8.9465;LEAVE;2;58;6
8.9466;SERVICE;2;60;6
8.9537;LEAVE;3;54;5
8.9538;SERVICE;3;61;5
9.1006;LEAVE;0;56;4
9.1007;SERVICE;0;62;4
9.1238;LEAVE;2;60;3
9.1874;ARRIVAL;;63;4
9.1874;SERVICE;2;63;4
9.2418;ARRIVAL;;64;5
9.3041;LEAVE;0;62;4
9.3042;SERVICE;0;64;4
9.3172;ARRIVAL;;65;5
9.4315;LEAVE;1;59;4
9.4316;SERVICE;1;65;4
9.6232;LEAVE;3;61;3
9.6295;LEAVE;2;63;2
9.7283;LEAVE;1;65;1
9.7986;LEAVE;0;64;0
9.9558;ARRIVAL;;66;1
9.9558;SERVICE;1;66;1
9.9854;ARRIVAL;;67;2
9.9854;SERVICE;3;67;2
9.9972;ARRIVAL;;68;3
9.9972;SERVICE;2;68;3
