Time;Event;Server id;Customer id;Customers in system
0;ARRIVAL;;0;1
0;SERVICE;1;0;1
0.0771;LEAVE;1;0;0
0.0862;ARRIVAL;;1;1
0.0862;SERVICE;0;1;1
0.328;ARRIVAL;;2;2
0.328;SERVICE;1;2;2
0.3701;LEAVE;0;1;1
0.6216;ARRIVAL;;3;2
0.6216;SERVICE;0;3;2
0.8115;LEAVE;0;3;1
0.8779;LEAVE;1;2;0
0.9066;ARRIVAL;;4;1
0.9066;SERVICE;1;4;1
0.9303;ARRIVAL;;5;2
0.9303;SERVICE;0;5;2
0.9331;LEAVE;0;5;1
0.9586;ARRIVAL;;6;2
0.9586;SERVICE;0;6;2
0.9842;ARRIVAL;;7;3
1.1531;ARRIVAL;;8;4
1.254;ARRIVAL;;9;5
1.2592;ARRIVAL;;10;6
1.2855;ARRIVAL;;11;7
1.2993;LEAVE;1;4;6
1.2994;SERVICE;1;7;6
1.5177;LEAVE;0;6;5
1.5178;SERVICE;0;8;5
1.6092;LEAVE;0;8;4
1.6093;SERVICE;0;9;4
1.6242;ARRIVAL;;12;5
1.6494;ARRIVAL;;13;6
1.873;LEAVE;1;7;5
1.8731;SERVICE;1;10;5
1.8963;LEAVE;0;9;4
1.8964;SERVICE;0;11;4
2.0669;LEAVE;0;11;3
2.067;SERVICE;0;12;3
2.1937;LEAVE;1;10;2
2.1938;SERVICE;1;13;2
2.2452;LEAVE;0;12;1
2.2456;LEAVE;1;13;0
2.5336;ARRIVAL;;14;1
2.5336;SERVICE;1;14;1
2.5485;LEAVE;1;14;0
3.1037;ARRIVAL;;15;1
3.1037;SERVICE;1;15;1
3.1531;LEAVE;1;15;0
3.2557;ARRIVAL;;16;1
3.2557;SERVICE;1;16;1
3.3607;LEAVE;1;16;0
3.4865;ARRIVAL;;17;1
3.4865;SERVICE;0;17;1
3.4978;ARRIVAL;;18;2
3.4978;SERVICE;1;18;2
3.5433;ARRIVAL;;19;3
3.5614;LEAVE;1;18;2
3.5615;SERVICE;1;19;2
3.6247;LEAVE;0;17;1
3.7255;LEAVE;1;19;0
3.9646;ARRIVAL;;20;1
3.9646;SERVICE;1;20;1
3.9706;LEAVE;1;20;0
3.9964;ARRIVAL;;21;1
3.9964;SERVICE;0;21;1
4.1077;LEAVE;0;21;0
4.1235;ARRIVAL;;22;1
4.1235;SERVICE;0;22;1
4.2759;ARRIVAL;;23;2
4.2759;SERVICE;1;23;2
4.2834;LEAVE;1;23;1
4.3096;LEAVE;0;22;0
4.3166;ARRIVAL;;24;1
4.3166;SERVICE;0;24;1
4.3971;LEAVE;0;24;0
4.6287;ARRIVAL;;25;1
4.6287;SERVICE;1;25;1
4.6593;ARRIVAL;;26;2
4.6593;SERVICE;0;26;2
4.6848;LEAVE;0;26;1
4.6896;LEAVE;1;25;0
4.7934;ARRIVAL;;27;1
4.7934;SERVICE;1;27;1
4.7945;ARRIVAL;;28;2
4.7945;SERVICE;0;28;2
4.8524;LEAVE;0;28;1
4.9717;LEAVE;1;27;0
5.2582;ARRIVAL;;29;1
5.2582;SERVICE;1;29;1
5.4036;ARRIVAL;;30;2
5.4036;SERVICE;0;30;2
5.516;LEAVE;0;30;1
5.5974;ARRIVAL;;31;2
5.5974;SERVICE;0;31;2
5.6619;ARRIVAL;;32;3
5.8086;ARRIVAL;;33;4
5.8431;LEAVE;1;29;3
5.8432;SERVICE;1;32;3
5.91;ARRIVAL;;34;4
5.9368;ARRIVAL;;35;5
5.9459;ARRIVAL;;36;6
6.016;ARRIVAL;;37;7
6.059;LEAVE;0;31;6
6.0591;SERVICE;0;33;6
6.1055;ARRIVAL;;38;7
6.1175;ARRIVAL;;39;8
6.1484;ARRIVAL;;40;9
6.1579;LEAVE;1;32;8
6.158;SERVICE;1;34;8
6.3652;LEAVE;0;33;7
