Total Customers;Serviced Customers;Not Serviced Customers;Service Mean Time;Service Rate;Arrival Rate;Servers Number;Time Limit;Delay probability;System load;Average Customers;Mean Service Time;Average Time In System
309;307;2;0.1723;5.410832614571882;4.248261375448764;4;70;0.008744737537145945;0.19628501184862915;0.00213565870538247;0.1848144400746949;0.0005027135848384259
310;304;6;0.3305;2.8858289788507934;3.48344502853143;2;80;0.31239550882960065;0.6035432200002755;0.4755731288358158;0.34652088094223243;0.13652379323933542
92;92;0;0.3291;2.579419617536971;1.1246136523162225;3;90;0.010232181234919941;0.14533161448027473;0.001739925617608288;0.3876841104879543;0.0015471318652630498
522;522;0;0.1167;8.405968799414683;4.9528666341251295;5;100;0.0003716009407228717;0.11784166114130719;4.963969642129073e-05;0.11896308728502906;1.0022417336916451e-05
44;43;1;0.1169;8.258928404166454;3.0299999362124783;3;10;0.006412353075806602;0.12229189179409392;0.0008934391526756886;0.12108108353324884;0.0002948644130311415
133;133;0;0.3352;2.661697850002075;6.7519090653016445;4;20;0.16641738246621973;0.6341731336350199;0.28849011003103053;0.3757000442402658;0.042727191264111335
329;328;1;0.1045;9.939156186989054;9.860071803910404;5;30;0.0036494022680017627;0.19840862983555535;0.0009032942851723266;0.1006121627617704;9.161132932258052e-05
343;342;1;0.3618;2.6355517969270164;8.894900031133968;4;40;0.2233999278652882;0.8437417205673198;1.2062838538605576;0.37942718529226915;0.13561522328956116
138;135;3;0.138;6.169737787635654;2.634474888429054;2;50;0.0698756770389309;0.21349974497365376;0.01896813018474279;0.16208144242434921;0.007199966212641924
399;397;2;0.1412;6.723834278876704;6.62276990240534;4;60;0.01833674211405789;0.246242308618876;0.00599036237022159;0.1487246649045999;0.0009045101156309139
374;374;0;0.1483;6.219119680216586;5.262888917614621;4;70;0.011228328564974287;0.21156084736382402;0.003012882728797652;0.16079446150249582;0.0005724769752813302
336;336;0;0.2199;4.586330540674512;4.395390866625489;5;80;0.0031557522430936025;0.19167353192903794;0.000748304307998527;0.21803923444491422;0.000170247500325956
916;915;1;0.1048;9.432831520273915;9.672917828940896;5;90;0.0041908483108139384;0.2050904398780147;0.0010812587577824172;0.10601270656119612;0.00011178206792446267
210;210;0;0.1694;5.553189774728848;2.047579616517189;5;100;4.2400570017129235e-05;0.07374426949481187;3.375740585563162e-06;0.18007668395392235;1.6486492433955246e-06
23;22;1;0.3925;3.3327658826053135;2.618704826021629;3;10;0.04520858500999089;0.2619150697712692;0.016042611374659392;0.30005107926101093;0.006126162527080817
41;41;0;0.1873;4.78904687978457;2.0740463152981086;4;20;0.001062551482572068;0.10827030760823368;0.0001290108166737151;0.20880981646289162;6.220247625240328e-05
182;180;2;0.1373;6.853282070460211;6.499987639388289;3;30;0.0688065947245262;0.31614962352151765;0.03180985163739407;0.1459154883337303;0.004893832635101392
52;51;1;0.1825;6.196519719837182;1.3225911560612038;4;40;7.377723846433814e-05;0.05336024154926581;4.158679402751652e-06;0.1613809114168809;3.144342364375531e-06
484;243;241;0.7894;1.2504384035984941;9.54700955557251;4;50;;1.9087324749660317;;0.7997195200676931;
331;330;1;0.2098;4.987341251001566;5.484337554989247;2;60;0.28063722128852764;0.5498257767991986;0.3427596922289944;0.2005076351651651;0.062497920449330634
405;403;2;0.1377;6.8436784344854065;5.577297154852619;5;70;0.0015742062961260211;0.16299121030434535;0.00030654611114370344;0.1461202494496211;5.4963202180645505e-05
553;315;238;0.4873;2.1298637703193015;6.717499015717925;2;80;;1.576978562978904;;0.4695135970363417;
853;850;3;0.2314;4.3122523768059535;9.541906205078755;5;90;0.06379444624733993;0.4425485974059041;0.050645029463857405;0.23189737348830472;0.00530764276816106
522;522;0;0.1123;8.32351211591869;5.149363516233745;3;100;0.025375662300474996;0.20621757756903294;0.006592370227584471;0.12014159240394487;0.001280230111314057
39;36;3;0.2871;3.5023594476388786;4.5718961535462785;3;10;0.12802679205268175;0.43512535115229534;0.0986195839421435;0.28552180749869965;0.0215708276456908
41;41;0;0.2576;3.636897075320866;2.43274606171466;2;20;0.1435774346428526;0.3344535205880181;0.07215120202532561;0.2749596645958904;0.02965833679100549
260;257;3;0.5291;1.9497667826836569;8.5100793457031;5;30;0.18442363587687235;0.8729330524330541;1.2669658828625132;0.5128818527842602;0.14887826909654236
151;150;1;0.2015;5.56517769852106;3.408884271749643;3;40;0.024752401980871027;0.20417942046160542;0.006350591102354261;0.17968878159375737;0.0018629529770146053
403;346;57;0.262;3.925483761931381;8.305894636917177;2;50;;1.0579453566291899;;0.2547456722908437;
161;161;0;0.108;9.31426783165166;2.8200183574455027;3;60;0.003771695236866298;0.10092109612246501;0.00042337064734006394;0.10736216931639105;0.00015013045791785972
607;434;173;0.4643;2.0304325221178336;8.822339219565603;3;70;;1.448351377266078;;0.4925059016277746;
143;143;0;0.3856;2.2655508823874735;1.6689697034115982;3;80;0.03885555596605283;0.24555759872595334;0.012646793186694196;0.44139375009144977;0.00757760501035007
835;835;0;0.0995;9.68791822379747;9.537824134588089;5;90;0.0035344815708807696;0.1969014170899856;0.0008665740978686812;0.10322135023225042;9.085658171512365e-05
193;193;0;0.7668;1.3301898347242018;1.7788702819491977;2;100;0.34890630948538703;0.6686527875617183;0.7040867334253813;0.7517723966123507;0.39580555174258014
48;20;28;0.9613;1.111351648760652;3.8096928934661283;2;10;;1.7139907506839038;;0.8998052066734878;
119;119;0;0.2608;3.769491202251899;6.355853203039378;3;20;0.19041610885195312;0.5620434219559378;0.2443669687361534;0.26528779252823265;0.038447547627326696
58;55;3;0.9543;1.3411760578453802;1.4251260942465267;3;30;0.08707294953282765;0.35419811488334435;0.047756247376529566;0.7456142645481721;0.03351019083106369
320;318;2;0.1216;8.074667940266668;7.491297961356587;4;40;0.015154932398866922;0.23193826720722044;0.004576466461171938;0.12384410199869776;0.0006109043432499104
265;264;1;0.1817;5.744326594950069;5.195557970370542;2;50;0.21975966558944918;0.45223385931242505;0.1814328311092319;0.17408480932806228;0.034920759645819574
195;195;0;0.1138;8.891310957555177;2.8465834449860883;5;60;2.1740473891725217e-05;0.06403068025794942;1.48728949021641e-06;0.1124693540439359;5.224823086904725e-07
287;286;1;0.271;3.8009391258428944;4.43798616646321;4;70;0.030789394992909697;0.29190063425963475;0.012692348506065654;0.26309287439015233;0.0028599342201601863
595;593;2;0.229;4.20551040074004;6.914206531969424;5;80;0.02577442100409936;0.3288165227579862;0.012627032366013442;0.23778326640781364;0.0018262446034305532
134;134;0;0.1181;8.338991709777243;1.5148758915977583;3;90;0.0008853129125931503;0.06055391923948499;5.706465512894613e-05;0.11991857466742975;3.766952490659769e-05
105;105;0;0.1326;9.079943533102716;1.0357530558514803;3;100;0.00022933118388443862;0.038023476397015;9.064637902876988e-06;0.11013284348677982;8.751736576268228e-06
65;65;0;0.1332;7.055310513314098;5.949342130976609;4;10;0.01109728304278652;0.2108107828758772;0.0029643422328679394;0.14173720605392165;0.0004982638697871172
195;193;2;0.1488;6.365102576336042;8.752495747922275;5;20;0.013501771388845656;0.27501507298443234;0.005121748750291983;0.15710665900621387;0.0005851758055989707
216;215;1;0.1114;9.043179102634406;7.725226511035789;3;30;0.054715315519006845;0.28475334552739756;0.021783211495218734;0.1105805810822309;0.002819750523055934
82;82;0;0.1066;9.25007162970991;2.234027766922025;2;40;0.025362296135097977;0.12075732255665172;0.00348331928571641;0.10810727095216677;0.0015592103810399905
260;257;3;0.3991;2.251352200379669;5.296004023702958;3;50;0.2770935736330354;0.7841219486981849;1.0064717168727415;0.4441775035604645;0.1900436087979061
290;290;0;0.1841;5.4802534676484616;4.281625601671006;5;60;0.0013093104710715348;0.15625648072472173;0.00024247682110956398;0.18247331184648527;5.663195329711491e-05
549;549;0;0.1056;9.265439418442401;7.534582105412448;5;70;0.0015594290846830932;0.1626384192942913;0.000302883589572684;0.10792796270509838;4.019912257046192e-05
637;402;235;0.5796;1.6082980282686172;7.902499687370987;3;80;;1.6378597226117089;;0.6217753068295004;
882;880;2;0.1426;6.9011260757714625;9.758600012598135;2;90;0.3693577103633383;0.7070295416612311;0.8913759228422355;0.14490388800616313;0.0913426025958118
511;344;167;0.8347;1.181510886727037;5.040943400974675;3;100;;1.422174341233776;;0.8463739193890549;
44;44;0;0.0993;9.864950039745525;4.149887086114988;3;10;0.009295471784914681;0.14022328443615167;0.0015160233587036684;0.10136898777703246;0.00036531677302163143
68;67;1;0.1421;7.521081930133026;3.6106894856493996;4;20;0.0015488830464426447;0.12001895203345886;0.00021124923143061322;0.13295959401712207;5.8506618270615164e-05
98;98;0;0.0981;9.656089955581514;3.125255825682091;4;30;0.00035953074053112307;0.08091411327096217;3.165222258744656e-05;0.10356158699846925;1.0127882116830684e-05
274;257;17;0.7173;1.4674214315820155;7.324351643368709;5;40;0.1998249743992301;0.9982615063039365;114.7416182138608;0.6814674901687294;15.665771361175032
452;451;1;0.1;9.84228562938882;9.158108095661216;4;50;0.015298910578627896;0.23262147738111086;0.004637678897992037;0.10160241611095139;0.0005064014149591883
394;393;1;0.214;4.837178960453534;6.904201782838015;5;60;0.015529028582210766;0.28546397969905485;0.00620399556354233;0.20673206597802615;0.0008985825963203727
357;331;26;0.5472;1.9562180124869213;4.960966866435312;3;70;0.29549436961299064;0.8453329902850795;1.6150253343474117;0.5111904673286949;0.32554648676939935
581;581;0;0.111;9.035954141726457;7.095724568938631;2;80;0.18126722523023198;0.39263836766124205;0.11718301525043373;0.11066899901385896;0.01651459468472038
754;559;195;0.304;3.187006920286337;7.642210497327236;2;90;;1.198963586913175;;0.31377402842606783;
263;262;1;0.1781;5.773605296447456;2.5005685660369332;4;100;0.0010627522194343456;0.10827587086597142;0.00012904262463520524;0.1732020026750543;5.1605313442662584e-05
93;92;1;0.1054;9.378587129049818;7.978894177228204;3;10;0.05421267030737961;0.2835855076903102;0.02145954304023187;0.10662586871987764;0.002689538495381665
39;38;1;0.2206;4.442408597431642;2.309217930580954;3;20;0.016274592337175115;0.1732707141433754;0.003410923363786195;0.22510311198707506;0.0014770902817856058
82;82;0;0.2243;4.35605570764224;2.65056707636238;3;30;0.024342889683305922;0.2028262304445311;0.006193601371687447;0.22956547553916848;0.0023367080301123725
202;200;2;0.1858;5.134459221741464;4.7543906005751975;5;40;0.0027277590568223565;0.18519537872433006;0.0006199871213371848;0.1947624777631067;0.0001304030681160646
404;403;1;0.2398;3.824858326858443;7.747527872326977;5;50;0.050007264030895685;0.4051145015188277;0.03405473472108496;0.2614475921834607;0.004395561433566885
192;192;0;0.1291;8.797122634603312;3.212827469691961;3;60;0.006333156467023679;0.12173781523572137;0.0008778524741428678;0.11367353185080305;0.00027323361818337364
338;338;0;0.1046;9.17536414158105;4.8755767524321865;5;70;0.0002319792547999643;0.10627538432697133;2.7585325532501865e-05;0.10898750006751072;5.65785894330161e-06
667;663;4;0.2492;4.0339595593830015;8.894346189677098;3;80;0.2606810230068037;0.7349558218375312;0.7228569849361944;0.24789539539978708;0.0812715144565828
477;475;2;0.2546;4.012019096284481;5.125942597456682;2;90;0.33245860027188906;0.6388233049792561;0.5880288089525476;0.24925105688706642;0.1147162298002142
569;567;2;0.201;4.91173709120719;5.849598173686104;3;100;0.10855518369405955;0.39698095026013225;0.07146430945609619;0.20359395900691896;0.01221696043628638
17;17;0;0.1365;5.866031565124277;1.6947803842935323;4;10;0.00023423031907964748;0.07222857418504305;1.823522637935276e-05;0.1704730001702291;1.0759639743502281e-05
31;31;0;0.1426;5.997041440238889;1.3192372750459287;4;20;8.284250112571971e-05;0.0549953376257384;4.821088721110691e-06;0.16674888942574415;3.6544515625082276e-06
307;186;121;0.7564;1.166083071222827;9.393394957818556;5;30;;1.6111021915390744;;0.8575718357280824;
400;400;0;0.1044;9.698902701950345;9.693276341481894;4;40;0.01919581793201691;0.24985497430376016;0.006393657801959327;0.10310444704212887;0.0006595971864123987
247;244;3;0.2606;4.038245497946691;5.093033604977258;4;50;0.038426808017798714;0.3152998998925951;0.01769529275562154;0.2476322948935288;0.003474411152191986
245;245;0;0.108;9.753281169486806;4.185897495021497;2;60;0.0704813763590206;0.2145891942558316;0.019256854696051585;0.102529598257508;0.0046004123892079895
427;427;0;0.1777;5.462924838660832;6.402153503231096;5;70;0.0072346560340792775;0.2343855605672402;0.0022148209630361384;0.1830521249208945;0.00034594936874261805
607;604;3;0.4072;2.5524183230673945;7.666489777696767;5;80;0.12167601769164488;0.600723612458908;0.18306531309672402;0.391785308451414;0.0238786352561631
341;340;1;0.114;9.685666765698267;3.8551157737163115;4;90;0.0007781397086883866;0.09950568884346667;8.598536022959153e-05;0.10324534430004284;2.230422256468373e-05
714;514;200;0.5643;1.8043088431456271;7.013177345802558;3;100;;1.29563505206714;;0.5542288415860129;
84;56;28;0.4346;1.7693125784076105;7.827150507226575;3;10;;1.4746123443171826;;0.5651912568778574;
223;185;38;0.4079;2.332609327249335;9.551780792217203;4;20;;1.0237227340894752;;0.4287044505559027;
230;230;0;0.1368;7.645769740086478;7.386434257270206;4;30;0.017247528887188834;0.24152029515561443;0.005492076110847923;0.13079127857552894;0.000743535502998929
239;238;1;0.1574;6.600582839257674;5.379851059454844;2;40;0.19093023825443803;0.40752848577686224;0.13133038300899963;0.1515017725483866;0.024411527671977542
296;287;9;0.2748;3.8527829510222604;5.608635331153747;3;50;0.15338839478118496;0.48524537565463816;0.144595124990505;0.25955264355981167;0.025780803431333175
