Total Customers;Serviced Customers;Not Serviced Customers;Service Mean Time;Service Rate;Arrival Rate;Servers Number;Time Limit;Delay probability;System load;Average Customers;Mean Service Time;Average Time In System
256;255;1;0.1914;4.987297375471987;2.6494012785950023;4;100;0.0022342974708119408;0.13280746460121945;0.00034217474222953065;0.2005093991222776;0.00012915172382304752
101;34;67;0.4967;1.6119400381406008;8.797192965493062;2;10;;2.728759369871093;;0.6203704705750198;
127;127;0;0.1239;7.910346074742121;5.565824095037719;5;20;0.0008247731044372724;0.14072264455810593;0.0001350719318759708;0.12641671938893018;2.426809212249375e-05
74;74;0;0.2281;4.33614181937771;2.0116092374374297;2;30;0.08033144467695409;0.23195842309029;0.02426112829308677;0.2306197632953602;0.012060557210401756
49;49;0;0.1881;4.745626194066638;1.7801135784369777;5;40;4.596965520332771e-05;0.07502123031361459;3.728409995415985e-06;0.21072034734852907;2.0944787122458232e-06
104;103;1;0.0982;9.916406923535122;2.0873503333386494;5;50;2.912603716458707e-06;0.04209892452849292;1.28006416508351e-07;0.10084297747268198;6.132483582840112e-08
621;620;1;0.1139;8.784678079505055;9.957875626157731;5;60;0.006325661599740873;0.2267100862669012;0.0018545325129734648;0.11383456410691167;0.0001862377662261524
91;90;1;0.4739;2.1677460446442764;1.1282225125789656;2;70;0.09704218683676327;0.26022940172498504;0.0341365692033452;0.4613086493552331;0.030256947386481037
658;655;3;0.3119;2.9915784363344726;7.771698820088113;5;80;0.09306233796285236;0.5195717903095086;0.10064472603908534;0.3342716967920393;0.012950157792906376
196;196;0;0.1764;6.22127618346205;2.1315463321338157;2;90;0.04771922512820444;0.1713110195782725;0.009864773519780096;0.1607387247424072;0.004627989254122767
447;444;3;0.5138;1.8854483200728929;4.448937349092581;4;100;0.15047339757019312;0.5899044409926578;0.21644937022183536;0.5303778360582905;0.04865192589551368
31;29;2;0.4012;2.629464093320542;2.896758931015875;5;10;0.00563206976468167;0.2203307463581134;0.0015915955759405233;0.3803056305428302;0.0005494401204391423
28;28;0;0.2217;3.3719775848927838;1.6845947783824269;4;20;0.001789959686051631;0.1248966471433403;0.0002554669257977502;0.2965618764727929;0.00015164888854935982
298;298;0;0.1062;8.669491669028073;9.356009747609203;4;30;0.02433471995599741;0.26979695306224616;0.00899124336071253;0.11534701666217866;0.000961012611493924
314;314;0;0.1345;7.864866568825746;7.855639626545253;5;40;0.0037550899822311615;0.199765363030644;0.0009373962071350184;0.1271477387758536;0.00011932780164296635
160;160;0;0.2737;3.550486204555962;3.350320754567802;4;50;0.016002239486061564;0.23590577188193906;0.004940517175606403;0.2816515661198193;0.0014746400531562651
477;476;1;0.1565;6.271681160726984;8.464617103131944;2;60;0.3522514710896795;0.6748283981763166;0.731027231952413;0.1594468810471361;0.08636270525242422
582;581;1;0.1434;6.996093055111785;8.545257343132912;4;70;0.035086304000798735;0.3053581933451132;0.015423618760343656;0.1429369209532365;0.0018049332092658727
352;352;0;0.1464;7.255065756979603;4.203695650124889;2;80;0.11516508084187645;0.28970761885106283;0.046972489401507785;0.13783472590003315;0.011174093776297118
128;128;0;0.1891;5.1908334603403965;1.4230344480029256;3;90;0.0028564252735895908;0.09138124342172003;0.00028727526407755337;0.19264729019729007;0.0002018751299244464
485;485;0;0.1077;8.594664163912036;4.599175266650837;5;100;0.00023956097480270952;0.10702396693898113;2.8711594598198274e-05;0.11635125944756285;6.242770265005865e-06
89;89;0;0.1033;9.130023493064323;8.560787278533414;2;10;0.2303452201307152;0.4688261363750415;0.20330793169934755;0.10952874335533264;0.02374874238601302
128;127;1;0.2126;4.474076110968784;5.676883847137902;2;20;0.3299901061235589;0.6344196775307731;0.5726572352177852;0.2235098320183622;0.10087527781751253
49;49;0;0.1237;9.800992707566207;1.6762999771749645;5;30;1.0642952100278402e-06;0.03420673858640641;3.769550843096659e-08;0.10203048097648476;2.248732860719481e-08
308;308;0;0.1364;8.018875594130604;7.570281037178862;2;40;0.2323792910427569;0.4720288367311692;0.20775704065389425;0.1247057630787972;0.02744376855146673
319;318;1;0.2848;3.5337354382641806;6.375648766866468;4;50;0.09322143833314044;0.4510558924296745;0.07659810622076081;0.2829866631134146;0.012014166561187091
365;363;2;0.1212;7.512703829434308;6.233440952484453;5;60;0.0017019453155651461;0.16594400881510113;0.0003386195068843434;0.13310786937747526;5.432304716857554e-05
579;576;3;0.1364;7.4434831103455394;8.563465274629959;2;70;0.2958335215044324;0.5752323977687126;0.4006261895244469;0.13434570686539493;0.04678318609072174
614;611;3;0.1986;4.859543194698062;7.801048653986107;2;80;0.4168351959304284;0.8026524656162474;1.6953533208000136;0.20578065878517893;0.21732377222564012
889;639;250;0.5363;1.8170231812681208;9.791237937420801;4;90;;1.3471536904921857;;0.5503507111571845;
925;920;5;0.1273;7.364598668435782;9.387622446895099;2;100;0.3316326762080622;0.6373478630363032;0.5828322956094352;0.1357847243307281;0.06208518705417297
91;81;10;0.2524;4.278960491012148;9.006873442202421;3;10;0.2486810155243755;0.7016403057955424;0.5848129863630286;0.2337016203118668;0.06492963292043616
135;110;25;0.3373;2.6614505373940696;5.878353603456582;2;20;;1.1043514656508155;;0.3757349557881091;
291;209;82;0.6782;1.4631214007959217;9.909843990007447;5;30;;1.3546167781588871;;0.6834702844589733;
272;270;2;0.4798;1.772138124487478;6.729276472004001;5;40;0.16422037534502726;0.7594528190572258;0.5184746980347561;0.5642901002929503;0.07704761428539622
453;448;5;0.1261;7.5169677711278355;8.438975894092009;2;50;0.2875551243744333;0.5613284605599576;0.3679583943313689;0.13303236497047816;0.04360225683177632
291;288;3;0.3015;3.3231187283656984;4.746989704142965;2;60;0.3731091480119582;0.714237150725807;0.9325509437725946;0.3009221402365595;0.1964510146206352
604;603;1;0.1112;8.957443692841341;9.222392391163226;4;70;0.02106022126228644;0.25739465151574503;0.0072996892948794;0.11163899370075696;0.0007915179690113671
589;357;232;0.4289;2.63366809905856;6.847389265295191;2;80;;1.299971941745978;;0.3796985657978177;
511;511;0;0.156;6.560297123260738;5.794379116243273;3;90;0.05893728686278126;0.29441649808300296;0.024592567084561298;0.1524321202547849;0.0042442109139219815
940;940;0;0.1223;8.41852232666115;9.100541711478119;3;100;0.09010971890498272;0.3603380481891712;0.05076112490539203;0.1187856919774432;0.0055778135538205615
53;47;6;0.6466;1.2638066767037497;4.352904528482723;4;10;0.2269026793399525;0.8610700925864575;1.4063142684303205;0.7912602603178138;0.3230749168120429
26;26;0;0.0707;8.744306347765152;1.1317860386285332;3;20;0.0003316026050506222;0.04314373237536416;1.4951643764421609e-05;0.11436012877746185;1.3210662840954988e-05
133;131;2;0.2437;4.527892875198844;4.0579752201052814;5;30;0.0023728275401459285;0.17924342876274765;0.0005181971842361148;0.22085328155120826;0.0001276984594850903
99;99;0;0.1203;9.505534920461287;2.5046790820759384;2;40;0.02976115664687782;0.1317484551387241;0.0045159567346283215;0.10520186484691507;0.0018030081246517965
342;341;1;0.2436;3.928962232381108;8.061294541428182;5;50;0.051886070806415004;0.4103523558964179;0.03610897390421949;0.2545201355610792;0.004479302141690784
546;236;310;0.99;1.0317427332697806;9.324700000001046;4;60;;2.259453761900841;;0.9692338678565904;
302;302;0;0.1951;4.784944242446612;3.851975079200985;3;70;0.047811675290081006;0.268339948807945;0.017535168797120384;0.2089888511404441;0.004552253957145981
279;279;0;0.1129;8.85201469820974;3.4716794316771282;2;80;0.06041375109458879;0.1960954398538929;0.014736651191484554;0.11296863302794145;0.004244819108878796
695;695;0;0.1031;9.26910304782317;7.914886231946696;3;90;0.054663570587175865;0.28463330238501305;0.02174978604435691;0.1078853039868672;0.0027479594029499355
591;588;3;0.1724;5.9596295478112244;5.9674720990780505;3;100;0.07713338921294938;0.3337719820336655;0.03864287226641555;0.1677956644750288;0.006475584908454907
80;80;0;0.0903;9.60206445238017;7.934138678280009;4;10;0.010374795916798362;0.20657377165160787;0.002701146806187607;0.10414427074087376;0.0003404461297837021
62;62;0;0.1209;9.612503949402498;2.9225061433089694;2;20;0.038571483955446975;0.15201586177192827;0.006914607371738774;0.1040311666204474;0.002365985572885674
58;54;4;0.5009;2.1747283612671082;1.782932001828796;4;30;0.010107576878362272;0.2049603106281707;0.0026057216065830434;0.4598275434350564;0.0014614812028222572
327;327;0;0.193;5.286662232507235;8.418179123452738;5;40;0.023066061131727808;0.31846858199830025;0.010778396397991358;0.18915526584071995;0.0012803714722537964
186;183;3;0.1834;5.541526273087606;3.8368157226566075;5;50;0.000767747884100695;0.1384750530297071;0.00012340203187169587;0.1804556995166647;3.2162616292202955e-05
490;489;1;0.1454;6.96010999155696;8.09522029689753;2;60;0.29956047490040233;0.5815439918850079;0.4163104149688212;0.1436758903541842;0.05142669374030142
344;344;0;0.1272;7.381461385417885;4.938214681439278;3;70;0.030797015936950757;0.2230007683480648;0.008838822404195245;0.13547452838749588;0.0017898821688365942
243;243;0;0.1579;6.567779328504086;2.804737815375161;4;80;0.0010090790809276222;0.10676126872909053;0.00012060668571159851;0.1522584651497062;4.300105523248923e-05
453;451;2;0.1861;5.195546169588146;5.698379534427626;4;90;0.025556999098399563;0.2741954045073638;0.00965495637434428;0.19247254616914905;0.0016943336813584273
696;693;3;0.2557;3.870885161745003;7.231317502580504;5;100;0.0392070748867169;0.37362604161166135;0.02338664306988011;0.25833884453167244;0.003234077754369734
35;35;0;0.3923;2.090374027423154;3.852552748269338;3;10;0.21373469975591475;0.6143322833981784;0.34045921006667684;0.4783832878141526;0.08837236822250379
179;175;4;0.2303;3.8646988174806514;9.011661809960518;3;20;0.27489406118755483;0.7772629671424272;0.9592700904168768;0.2587523755995784;0.10644763536916167
82;80;2;0.4675;2.480631637950203;2.7523342357250082;5;30;0.005798214573537128;0.2219059205420212;0.0016536022781939257;0.4031231339233908;0.0006007999525385916
118;118;0;0.2375;4.691784082947045;2.9142238937915272;4;40;0.0038984100134161095;0.15528335502392826;0.0007166405323518616;0.2131385379891291;0.0002459112815177294
488;488;0;0.1095;9.169926697000632;9.559946761140568;4;50;0.02189050497708993;0.2606331292775629;0.007716589746671048;0.10905212582856168;0.0008071791548084318
252;243;9;0.3798;2.4408950095531594;4.433918442121401;2;60;0.4636891855163608;0.9082566896093356;4.590512407404852;0.40968578987879706;1.0353172859013005
563;563;0;0.1548;6.686770668216812;8.295367401020723;4;70;0.036676335385155766;0.31014101621765666;0.016488639265268553;0.14954901994069347;0.001987692463535692
689;677;12;0.1915;5.381434447370461;8.644631692154006;2;80;0.4170883515819204;0.8031902810205228;1.7021583692846098;0.185824060439616;0.19690351537238
206;205;1;0.1393;7.566898538582821;2.332192224656767;4;90;0.0002990553808747277;0.07705244799983653;2.496669408135251e-05;0.13215454058239384;1.0705247113593692e-05
123;123;0;0.40299999999999997;2.3789137377380407;1.250305323342372;5;100;0.00022059603060917314;0.10511565034982803;2.5911834564028853e-05;0.4203599248415105;2.0724405535409687e-05
58;58;0;0.2048;5.111566416866494;6.350185998826059;3;10;0.11728749626351265;0.4141056759608645;0.08289791508325826;0.1956347464644747;0.013054407398237369
73;73;0;0.1471;7.710595913062079;4.013026983753981;2;20;0.0970413825026509;0.26022806985357266;0.03413605009261253;0.1296916621328784;0.008506309633801666
69;69;0;0.1898;5.953118521382239;2.590921647601251;3;30;0.01018363612325805;0.14507363596044962;0.001728075284424001;0.167979185431674;0.00066697319311987
237;236;1;0.1345;6.680348911384175;6.153550804408932;2;40;0.22508825905811766;0.4605710634307206;0.192183125175845;0.1496927800127133;0.031231256762867463
407;173;234;0.8404;1.4047879059662916;8.545870992420822;3;50;;2.0277962616576137;;0.7118512308889392;
444;442;2;0.1529;6.661334275164879;7.109856519384088;2;60;0.27081655307807245;0.5336660964374219;0.3099187333961848;0.15012007485170806;0.04359001233727181
306;304;2;0.25;4.138976372118947;4.3959070107273375;3;70;0.08698776823061412;0.3540252963944686;0.047673492876188855;0.24160563146390965;0.010844973007811851
248;246;2;0.5113;1.869017539380432;3.15656211512846;3;80;0.190840640999944;0.562962813103552;0.2458284725717621;0.5350404578501142;0.07787854748480304
765;764;1;0.1632;6.788603964284352;8.349736813204586;4;90;0.035791363923371684;0.3074909383848851;0.015892239811569675;0.14730569131166266;0.0019033222444133921
893;893;0;0.191;5.422879217270921;8.859702717261342;5;100;0.025221579558519884;0.3267527216554903;0.012240999748950649;0.184403885820502;0.001381649039431259
63;62;1;0.1378;6.7837228514760755;6.317706092724098;4;10;0.015342150677039371;0.23282592136519195;0.004656114520268706;0.14741168262533152;0.0007369944805806979
123;122;1;0.1022;9.318556192672093;6.764615173206991;5;20;0.0009473077154190033;0.14518590720151553;0.00016089548735894092;0.10731276169009722;2.3784869240782402e-05
64;63;1;0.2294;4.348579255368661;2.602476890197842;5;30;0.0003988174715782194;0.11969320264704295;5.422625451528074e-05;0.2299601642916872;2.0836401936755883e-05
352;351;1;0.1993;5.061433768314738;8.474615272175786;3;40;0.18859746071003625;0.5581169065326921;0.2382065141380971;0.19757247566097488;0.028108239310896715
325;323;2;0.4564;2.419814955368448;6.321698850165656;4;50;0.17281128572404064;0.6531180035213783;0.3253733634602273;0.41325473990540623;0.05146929190587767
373;373;0;0.1901;5.131755231555354;5.791670086141959;2;60;0.2893304819749347;0.5642971872984867;0.3747241753291626;0.19486510070686205;0.06470053883521185
445;443;2;0.2935;3.292380362095107;6.814648000169552;5;70;0.05319312321909921;0.4139648066563639;0.03757467336254417;0.3037316136109042;0.005513809863929773
497;496;1;0.14;7.310825281411478;6.190725107768069;3;80;0.05364547179082211;0.2822629397490241;0.021097041535804127;0.13678346308488626;0.0034078466041614
325;325;0;0.1415;7.355862477366654;3.547085383594752;3;90;0.013371443518458549;0.1607373436044526;0.0025609268980759155;0.1359459890769998;0.0007219806182056363
327;327;0;0.12300000000000001;8.726772558354151;3.39201236361119;2;100;0.059485765481933774;0.1943451797860833;0.014349534685623304;0.11458990059763835;0.004230389853398578
37;37;0;0.136;7.450827964200928;4.111965286203427;2;10;0.10662593362071814;0.2759401576549767;0.040635283456847096;0.13421327197523691;0.009882204889517831
43;43;0;0.1546;5.912933520149483;2.1571388064362207;2;20;0.05328115958717938;0.1824085117044988;0.011887277645770418;0.16912079200489966;0.005510668859279031
259;229;30;0.2437;4.127053526057647;8.961041269368343;2;30;;1.0856463591748404;;0.2423036177471743;
218;217;1;0.2836;3.738828610648525;5.754378726448369;5;40;0.02044758296086055;0.3078171976142139;0.009093143694558645;0.26746345022393075;0.0015802129346760914
451;451;0;0.2091;4.429266507808885;8.972624921160866;5;50;0.05002054597693639;0.4051517290884147;0.034069041944839965;0.2257710160896799;0.003796998341532384
242;242;0;0.1571;7.062342277099974;4.077683984169355;4;60;0.003010293076628665;0.14434601949948905;0.0005078265666269037;0.14159608254085249;0.0001245379898487525
106;106;0;0.2224;3.686064819735941;1.6444405820062356;3;70;0.010879698958770029;0.14870787343018368;0.001900519040671037;0.2712920279225141;0.001155723752786728
163;163;0;0.4728;1.9623478942586483;1.9449362667835772;2;80;0.2472235728829863;0.4955635727166388;0.24287499952663744;0.5095936367479774;0.12487555693960604
695;693;2;0.2269;4.537288390503947;7.722396114312549;3;90;0.1928495976220327;0.5673282843320172;0.2528684621413625;0.22039595325104128;0.032744818887586034
764;536;228;0.3556;2.780609510209996;7.326757323561639;2;100;;1.317473254813171;;0.35963338121665217;
96;85;11;0.4257;2.177947749537023;9.50729846590498;4;10;;1.0913138834398106;;0.4591478377810371;
108;107;1;0.2986;3.0727916993058804;5.476331727336026;4;20;0.09083561513365657;0.4455501920755877;0.07299457081897362;0.32543696347067463;0.013329099560314986
279;278;1;0.1107;8.648706680440291;9.017454085828684;2;30;0.2632353920181197;0.5213180663313709;0.2866817314477227;0.11562422417002255;0.031791870379274265
233;152;81;0.508;1.8621991910508653;5.8071804574146375;2;40;;1.5592264472356376;;0.5369994814763537;
170;170;0;0.2041;4.854422998801868;3.4270897215648235;2;50;0.15553676574924832;0.3529863098467801;0.08485500356928886;0.20599770564839787;0.0247600764681888
530;529;1;0.1649;6.080490001666106;9.292824179627747;2;60;0.3983122809501603;0.7641509300304281;1.2905316945700678;0.16446042995317675;0.13887400316894452
349;279;70;0.973;1.0329517803875683;4.8870980353915145;4;70;;1.182799170344102;;0.9680994011402886;
264;262;2;0.6673;1.5264616234968358;3.3611584837951933;4;80;0.13516060287680087;0.5504819826546659;0.1655183413733162;0.6551098203891877;0.0492444322906262
285;285;0;0.152;7.056616805645477;3.2543465608667543;4;90;0.0013378583846624208;0.1152941505291598;0.0001743486222909298;0.14171096823621965;5.357407978223876e-05
855;855;0;0.1427;6.574756935119955;8.833249082338025;2;100;0.3505891731357662;0.671754801698754;0.7174818144983441;0.15209687747669648;0.08122513107129974
49;48;1;0.1414;7.334559000610898;4.699941225773454;2;10;0.1345662494905224;0.32039698810671474;0.0634408916427083;0.13634084883858866;0.013498230849103444
46;46;0;0.1867;5.222688937752398;1.8855892157498904;5;20;3.8394483594425e-05;0.07220760180143374;2.9881400064721987e-06;0.1914722496244154;1.5847248072448424e-06
51;51;0;0.2058;5.3956504118323885;1.5226497686110847;3;30;0.003098333370686468;0.09406649507116514;0.0003217116478823684;0.185334468261148;0.00021128407498188114
118;118;0;0.19899999999999998;4.9084843115523675;3.2992155257093168;4;40;0.0051379070670337;0.16803636908568936;0.0010377319586617473;0.20372887769987352;0.0003145390019461185
190;161;29;0.8918;1.1029372891954758;4.012368083893524;3;50;;1.2126310725608875;;0.9066698621908392;
491;488;3;0.3162;3.159078869471009;8.724470186909784;5;60;0.10507171268003172;0.5523426636303451;0.12964288740253752;0.316547968986748;0.014859685989534816
269;269;0;0.1274;8.643462917799116;3.887777598458816;4;70;0.0012209533704750114;0.1124484953378142;0.0001546889038735887;0.11569437035944732;3.9788516692649847e-05
401;401;0;0.2551;3.878725755014045;5.078658626186903;2;80;0.3412621656038453;0.6546813240948657;0.6469906843451002;0.2578166292647259;0.12739400931754805
505;246;259;0.7135;1.4097041464946038;5.397701897186459;2;90;;1.9144803931408172;;0.7093687015723251;
286;266;20;0.7314;1.5003091518578078;2.4709431373577826;2;100;0.4265269499769165;0.8234779926184064;1.9897550553306635;0.6665292941536194;0.8052613697368767
92;91;1;0.165;7.0862144873193875;9.99805114274486;3;10;0.14589274544042322;0.4703052271720034;0.1295352046250719;0.1411190702439894;0.01295604541081687
70;70;0;0.1331;6.163772489955579;4.103432914184074;2;20;0.14255738717127808;0.3328669999477581;0.07112921978732642;0.16223830480920404;0.01733407643669733
184;179;5;0.2298;3.9934042462612207;6.0369424085292955;4;30;0.06214101418832185;0.3779320872774973;0.03775324641798312;0.2504129154808804;0.006253703259557922
89;88;1;0.1044;8.304865523063263;2.319314495979079;3;40;0.0030090126067198355;0.0930905900698878;0.0003088629978035695;0.12041134166747455;0.00013316995100881546
419;419;0;0.1174;9.011823866799498;8.609786084216047;5;50;0.003114498626045279;0.19107754903944366;0.0007356833318753624;0.11096532897009946;8.544734151108112e-05
299;299;0;0.2141;4.572283312344215;5.277778882160528;3;60;0.10235825125198944;0.38476610201235945;0.06401465438079758;0.218709106957613;0.012129089870963356
174;174;0;0.1071;9.103558725337312;2.184593865269634;2;70;0.0250641278639451;0.11998570730309036;0.003417373029788189;0.1098471521051178;0.0015643058804279846
191;191;0;0.1185;8.541174975679985;2.2460088085991674;2;80;0.029650929186318887;0.1314812549206883;0.0044887245106329425;0.11707991029892086;0.0019985337962376707
797;795;2;0.184;5.218161098151762;8.49564177039403;4;90;0.07426893169097111;0.4070227811385093;0.05097859777325787;0.19163839160776264;0.0060005587748426775
159;159;0;0.168;6.045045371098252;1.4637608663548944;3;100;0.002012231506810266;0.08071408216681764;0.00017667563053958983;0.16542473027267324;0.00012069979092934305
92;92;0;0.1254;8.673969199147582;9.665042889848614;4;10;0.02680217010214073;0.2785645956293696;0.010349000937936722;0.11528747417021876;0.001070766167919077
47;47;0;0.1451;6.3635622489571775;1.6551104257709586;5;20;8.066436749802757e-06;0.0520183620751785;4.426275897350683e-07;0.15714468734298528;2.674308510436034e-07
163;163;0;0.2247;4.290114443967944;5.852445659769076;4;30;0.04766991696128592;0.3410425139122935;0.024671498027876382;0.2330940148708704;0.004215587715315901
